Destination	Place	Rating	Description
Kanyakumari	Mandaikadu Bhagavathi Temple	3.3	Mandaikadu Bhagavathi Temple, previously Mondaicaud Bhagavathi Temple, is a renowned temple near Colachel in Kanyakumari District, Tamil Nadu. Built in Kerala's traditional temple architectural-style, it lies near the seashore. A unique feature of this temple is its' presiding deity - an ant hill with five heads, standing at a tall 15 feet. The local belief is that the ant hill grows gradually. It is also referred to as 'Women's Sabarimala'.
Mcleodganj	Bhagsu Falls	3.7	Set amidst lush greenery and dreamy sceneries, in an pristine atmosphere, are these falls with much grandeur and breathtaking beauty, that one just cannot miss, while in the area.
Mcleodganj	Namgyal Monastery	4.6	Overlooking the mountain ranges of Dhauladhar, the Namgyal Monastery is situated within the Tsuglagkhang complex. This complex also is the proud home to the residence of Dalai Lama, among various other shrines, temples, bookstores, souvenir shops etc.
Mcleodganj	Tsuglagkhang Complex	3.7	Tsuglagkhang is the place where the Dalai Lama resides. It is one of the most significant places of worship which attracts devotees from all over the world and serve tourists as well.
Mcleodganj	Triund	3.8	Triund is a popular trek, about 9-km away from Mcleodganj. It is situated at a great height and provides a mesmerizing view of the Moon Peak-Indera Pass. It is also an ideal spot for picnics and the clean and pristine environment will surely rejuvenate your senses.
Mcleodganj	Bhagsunag Temple	3.7	Surrounded by beautiful pools and lush greenery, this temple is located at a height of 1770 m above sea level and attracts a huge number of devotees and tourists throughout the year.
Mcleodganj	Trekking in Mcleodganj	3.4	A number of treks are available in and around Mcleodganj, ranging from simple to difficult terrains. There are also a number of institutes that provide training as well as tools and facilities for trekking.
Mcleodganj	Dharamkot	3.8	Located on the crest of a hill just above McLeodGanj, Dharamkot is an attractive spot which presents a wide, picturesque view of the Kangra Valley and the Dhauladhar range of mountains. Dharamkot is also well-known for the Vipassana Meditation Centre, the Dhamma Shikara, as well as the Tushita Meditation Centre which is a centre for the study and practice of Buddhism in the Tibetan Mahayana tradition.
Mcleodganj	Tibetan Museum	3.7	This museum is located inside the Tsuglagkhang complex and has a collection of brilliant forms of Tibetan Art, which include history documents, pottery, handicrafts, paintings etc.
Mcleodganj	Church of St. Johns in the wilderness	3.4	This neo-gothic architecture was built in 1852 and is one of the most important churches in Himachal Pradesh. Located near Dharamshala and on the way to Mcleodganj , this church was built in dedication to John the Baptist.
Mcleodganj	Shopping in Mcleodganj	3.1	One can find a number of Buddhist and Tibetan sovereigns, and collectibles in Mcleodganj. You can shop for Tibetan carpets, Thangka paintings, jewellery, artifacts, handicrafts, books on Tibet and more.
Mcleodganj	Dal Lake	3.4	Named after the Dal lake of Srinagar, this beautiful small lake is just 3 km from the Mcleodganj town. This lake is surrounded by deodar trees and also has a temple here dedicated to Lord Shiva.
Mcleodganj	Minkiani Pass	3.4	The Minkiani Pass can be reached while trekking from Dharamsala to Chamba. This pass offers a panoramic view of the peaks of the northern region .
Mcleodganj	Dhauladhar ranges	3.4	The name literally translates into 'White Range' and the panoramic views and snow clad ranges here do all the justification to the name. The mountains provide a flattering view of the Kullu Valley is thickly laid with Pine and Deodar trees covered with snow.
Mcleodganj	Kareri Lake, Kangra	3.4	This is a shallow fresh water lake fed by the snow melting in the Dhauladhar Ranges, situated 9 km away from Dharamsala. Given the modest depth of the water and its pristine clarity, one can clearly see the bed of the lake, making it all the more beautiful.
Mcleodganj	Norbulingka Institute	3.4	The Norbulingka Institute is a centre for practicing and fostering Tibetan art and crafts. The structure itself is a fine specimen of Tibetan style of architecture and design.
Mcleodganj	Illiterati Books & Cafe	3.4	Illiterati Books & Cafe is one of the most popular and sought after cafes of Mcleodganj. A perfect blend of books, coffee and amazing food, the cafe is crowded by guests and tourists all day long. Visiting the cafe is one of the prime things in Mcleodganj. Sometimes they also hold live music gigs and along with the perfect ambiance, the place looks just divine.
Mcleodganj	Kangra Fort, Kangra	3.4	One of the oldest forts in the country, this fort is located at a distance of 20 km from Dharamsala. The grandeur in its structure speaks volumes of Kangra's rich cultural heritage and its glorious past.
Mcleodganj	Naam Art Gallery	3.4	One can spend some relaxed and enjoyable time here, looking around at a number of works as well spiritual art works. Those interested in collecting art can buy some prints available here at a price of INR 400.
Mcleodganj	Tibet Kitchen	3.4	Mcleodganj is synonymous with Tibetan Food and tasting the succulent Tibetan food is one of the most essential things to do in Mcleodganj. And one of the best places to go to is the Tibet Kitchen. It offers various varieties of momos, thukpa, and other variants. The place keeps buzzing with crowd who come in to have a bite of the delicious food with a beautiful view outside.
Mcleodganj	Baglamukhi Temple	3.8	Located in the Kangra district of Himachal Pradesh, snuggled in a spot amidst the mighty Dhauladhar range of the Himalayas, sits the holy Bagalamukhi temple. The shrine is dedicated to one of the ten Mahavidyas of the Supreme Goddess as per Shaktism. Devotees visit the temple with hopes of getting their wishes fulfilled, cases won, exams passed or life otherwise to be happy and successful. It is said that anything asked for after performing homagni and yajna at the temple is granted.
Mcleodganj	Bajreshwari Temple, Kangra	3.3	This temple is one among the 51 Shaktipeeths and is dedicated to Bajreshwari Mata.
Mcleodganj	Kangra Art Museum, Kangra	3.4	The Kangra Museum is dedicated to Tibetan and Buddhist artwork and their rich history and heritage. Among a large variety of its precious collectibles are jewelry, rare coin memorabilia, paintings, sculptures and pottery.
Mcleodganj	Kaleshwar Mahadev Temple, Kangra	3.3	Situated 8 km from Paragpur village, this ancient temple is dedicated to Lord Shiva. The main attraction of this temple is the Lingam which is placed on ground level. This temple is also adorned with beautiful sculptures.
Pune	Shaniwar Wada	4.3	Standing tall in its full glory, Shaniwar Wada was once a stately mansion. Built as a dwelling for Peshwas, its foundation was laid by Bajirao I in year 1730 AD. Today it gives a chance to peak into its great past.
Pune	Aga Khan Palace	4.4	Aga Khan Palace is well known both for its architectural excellence as well as its historical significance. Spread over a vast land of 19 acres, the palace is now the headquarters of the Gandhi National memorial society. Here, making khadi is still one of the prime activities.
Pune	Dagdusheth Halwai Ganpati Temple	4.4	A divine place of worship devoted to Lord Ganapati, Shreemant Dagdusheth Halwai Ganapati temple is extremely famous for its religious festivities and is located in Pune, Maharashtra. The temple receives a considerable crowd of devotees every day who come to attend the daily pooja, abhisheka and the Arti of Lord Ganesh. The idol of Lord Ganapati is 2.2 meters high and 1 meter wide and is adorned with almost 40 kilos of gold. The temple receives offerings of gold and money from Lord Ganapati’s devotees every day which goes into the temple’s trust. The temple is open daily from 6 am to 11 pm.
Pune	Osho Ashram	4.2	The Ashram is a tranquil place which brings you to you own centers of peace, meditation & oneness. The ideologies of Osho also can be found here.
Pune	Vetal Tekdi	4.2	Vetal Tekdi is one of Pune's most well-known landmarks. It envelops the entire city and is a stunning place to spend an evening or an early morning.  It is known by various names such as Hanuman Tekdi, MIT Tekdi, and Pashan Tekdi.
Pune	Lal Mahal	4.2	Lal Mahal located near Shaniwar Wada in Pune is a historic landmark of the 16th century. Subject to innumerable attacks and initial revival, the palace has significant stories to tell. It was first restored by Shivaji Maharaj's father Shahaji Bhosle for his family to stay in the 1630s. From being a childhood home for Chhatrapati Shivaji to taking Shaistekhan head-on, this red coloured structure is an architectural marvel depicting craftsmanship and culture of that time.
Pune	Raja Dinakar Kelkar Museum	3.2	The museum is built in Rajasthani style and is a worth a visit, while in the city. It adorns artifacts from D.G. Kelkar and other paintings of Lord Ganesha & some fine specimens of ancient pottery and paintings.
Pune	National Defence Academy	3.2	The National Defence Academy, also known as NDA is an academy for Indian armed services and is located 20 kilometres away from Pune. Members from the three defence services: The Indian Army, Indian Navy and Indian Air Force train together until they are sent for their separate commissioning. The NDA campus is in Khadakwasla, South-West of Pune and the campus area is around 7000 acres. One of the reasons why the campus location was chosen was because of its proximity to the Khadakwasla lake. The academy is often called an ideal combination of perfection and heroism. Therefore, anyone who is aspiring to join the defence, this is one opportunity to witness true patriotic spirit.
